domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id
教育/培训/学校/校园,教师培训项目,成就,遵从,教师可能会面临成就和遵从的冲突，他们可能希望通过独特的教学方式取得成就感，但这可能会违反学校的教学准则和预期，因此需要寻找平衡,政府决定推广一种新的、创新的教学方式，举行全国性的教师培训项目。这种教学方式强调学生的主动性和创新性，要求教师改变传统的授课方式，采用一种更加开放、自由的教学方式。然而，这种新的教学方式并未经过充分的实验验证，且可能违反教育部的一些教学准则。这个决策带来了一些分歧，教师们对此有不同的看法。,罗伯特，一名具有深厚教育情怀、善于尝试新教学方法和理念的高中物理老师,积极支持这一教师培训项目，希望通过尝试新的教学方式，实现教学的突破和自我价值的实现。认为这是实现自我价值的重要机会，愿意接受新的挑战，以期取得更大的教学成就。,玛丽，一名严谨、尊重教育规则并且坚持传统教学方式的中学英语老师,对这个项目持保留态度，认为规范的教学方式和教育部的教学准则比试验性的、未经验证的新方法更重要。坚持按照学校的教学计划进行教学，尊重和遵守教育部门的规定。,罗伯特和玛丽是同一所学校的教师，常在教师会议上进行教学经验交流。,1,51
教育/培训/学校/校园,教师培训项目,自我导向,安全,一些教师可能倾向于探索新的教学方法和内容以满足他们的创新精神（自我导向），但这可能会带来困扰，因为新的尝试总是伴随着不确定性和风险（安全）,学校的教师培训项目正在进行决策，新的学期即将开始，校方计划针对教师们进行一次培训，目的是为了提高教师们的教学质量，使学生们能够得到更好的教育。然而，在培训内容的选择上，校方产生了分歧。一部分人认为应该引入新的教学理论和方法，鼓励教师进行类似"反转课堂"或"混合式学习"等新颖的教学模式尝试。另一部分人则认为应该坚持现有的教学方式，着重于提高教师的教学技巧，以保持稳定的教学环境。,Tom，他是一位年轻有活力的教师，具有冒险精神，对新的教学方法和理论充满了热情并乐于尝试,主张应该利用这次的教师培训机会引入新的教学理论和方法，尝试新颖的教学模式，以激发教师和学生的创新精神和主动性。,Sara，她是一位经验丰富的老教师，强调教学稳定性和规范性，注重学生的安全和顺利学习,坚持应该以提高教师的教学技巧为主，坚持现有的教学方式，以保持稳定的教学环境。,Tom和Sara在同一所学校，均为教育教学团队的重要成员，他们共同参与并影响着学校的教师培训项目决策。,3,52
教育/培训/学校/校园,教师培训项目,刺激,传统,在教师培训项目中，可能会存在刺激与传统的冲突,一所乡村小学正面临教师培训项目的决策，这个项目是由教育局提出，目的是通过现代化的教学方法和技术，提高乡村教师的教学质量。然而，这个项目需要教师学习新的教学理念和操作新的教学设备，而这与小学长期以来保持的传统教学方式有所冲突，引发了学校内部的分歧。,张老师，他是一名年轻的教师，具有开放的思想，对新事物有极高的好奇心和接受能力。他很善于利用新的教学工具和方法，以创新的方式教学。他相信新的教学方式能让孩子们获得更好的学习体验，进而提高教学效果,提倡接受这个教师培训项目，认为这不仅能提升自己的教学水平，也能使孩子们更好的适应未来社会的需求。,李校长，他是一名经验丰富的老校长，一直坚持传统的教学理念，认为稳定的教学环境和深入浅出的教学方式是最适合孩子们的。他担心新的教学方式可能会打乱现有的教学秩序，对孩子们产生不良影响,反对接受这个教师培训项目，认为现有的教学模式已经十分成熟稳定，新的教学方式并不能带来实质性的提升，反而可能带来不确定的风险。,张老师是李校长的下属，他们分别代表了学校内部的新老观点。,3,53
教育/培训/学校/校园,教师培训项目,享乐主义,传统,教师可能会面临享乐主义与责任的冲突,学校基层工作人员正在讨论如何安排本学期的教师培训项目。目标是使教师们能够获得最新的教育理念和技巧，提升教学质量。然而，在决定培训内容和方式时，不同理念的冲突产生了分歧，一方面，有人认为应该采取轻松的方式，如组织游戏、旅行等提升团队协作能力和促进情感交流，另一方面，有人坚持应该进行传统的学术讲座和研讨会，强调理论的学习和交流。,李华，一位年轻、积极的教育工作者，认为应该用新颖、有趣的方式进行教师培训，比如组织一些团队游戏或者旅行，可以让教师们在轻松愉快的环境中提升职业技能。李华的价值观是享乐主义。,建议安排一次教师团队旅行，结合户外游戏来培训团队协作和情感交流，让教师们在享受乐趣的同时也能提升专业技能。,王老师，是一位经验丰富、循规蹈矩的教育工作者，坚持认为教师培训应重视教育理念、教学方法等的系统学习，应以理论研讨和学术讲座为主。王老师的价值观是传统。,反对采取轻松的方式进行教师培训，提出应该安排一系列的专业讲座和研讨会，强调理论的学习和交流，让教师们更系统、深入地理解和掌握最新的教育理念和技巧。,同事,3,54
教育/培训/学校/校园,学分系统改革,权力,遵从,在改革中，教育部门或者学校领导可能需要做出决定，这会让他们面临自身权力与尊重教师、学生和家长意见（遵从）之间的冲突,随着教育的发展和社会的进步，某城市的教育局决定对所有学校的学分系统进行改革，目的是为了更好的衡量学生的学习情况和提升教学效果。然而，这一决定在教师和家长中产生了分歧，一部分人认为新的学分系统可以更好的激励学生，另一部分人则担心改革可能带来压力和困惑。,张局长，他是该城市教育局的领导，有着多年的教育管理经验，对教育政策有非常深入的了解。他富有决策力，喜欢挑战和改变旧有的规则,认为改革的学分系统更科学，可以更好地反映学生的学习成绩，帮助学生的成长，并决定立即开始实施学分系统改革。,李老师，她是一名资深的教师，深受学生和家长的尊重，对学校的政策有深入的理解。她始终坚持以学生的实际情况为出发点，尊重每一位学生的意见,担心新的学分系统可能会给学生带来压力，建议教育局在全面实施新的学分系统前，应充分征询学生和家长的意见，充分考虑他们的感受，避免过度压迫学生。,张局长是李老师的上级，李老师在学校中有一定的影响力，他们的决策将直接影响到学校的学分系统改革。,2,55
教育/培训/学校/校园,学分系统改革,传统,自我导向,有些学校和教师可能更倾向于坚持现有的、被大家接受的学分系统（传统），而有些则倾向于对新的学分系统持开放态度，并乐于尝试（自我导向）,一所著名的大学正在考虑是否改革学分系统，将更多的自由选择和学生个人兴趣的模块纳入到整体课程结构中。这个决策的背景是，社会和教育工作者对学生个人兴趣的关注度逐渐提高，同时也有越来越多的声音要求教育适应个体差异。而决策的目的是希望能够提高学生的学习积极性和满意度。然而，这个决策引发了大学教职工的分歧，其中有些人支持传统的学分系统，认为它更加公平且经过了时间的验证，而有些人则支持新的改革。,"张老师，他是一位资深教授,教授物理，一直坚持以严谨，公正的态度教书育人，认为传统的学分制度能够更好地评价学生的学习成绩",反对学分改革，认为当前的系统已经经过时间的考验，能够公平地评估每个学生的学习能力。担心如果允许学生自由选择学习模块，会导致学生只选择他们觉得简单或者感兴趣的课程，忽视了对基础知识的学习。,李老师，他是一位年轻的计算机科学教授，总是充满活力和创新的思维，他积极鼓励和支持改革，希望学生们能够善于自我学习和探索，形成自己的独特见解,支持学分制度的改革，认为新的系统能够激发学生的学习积极性并提高他们的满意度，同时也可以鼓励他们根据自己的兴趣选择模块，这样更有利于培养学生的创新能力和独立思考能力。,他们都是同一所大学的教授，虽然在学分制度改革这个问题上有分歧，但他们都格外关心学生的发展，只是方法和理念不同。,3,56
教育/培训/学校/校园,学分系统改革,安全,刺激,在学分系统改革中，教育者可能会面临这样的冲突：一方面，他们希望维持现状以保证学生的学习稳定（安全）；另一方面，他们也希望引入新的改革带来更大的激励和创新（刺激）,随着教育改革的推进，某大学决定对学分系统进行改革，希望通过这种方式更好的评价学生的综合能力，提升大学教育的质量。然而，这个决策在校园内部引发了激烈的争议。尤其是在教师中，有的人支持改革，认为可以鼓励学生积极探索新的学习方式；有的人则担心改革会带来很大的不确定性，影响学生的学习稳定。,张老师，经验丰富的教授，对教育有深刻的理解和见解。他珍视稳定和安全，认为教育的目标是让学生在稳定的环境中学习知识，培养学生的基础能力,反对学分系统的改革，认为现行的学分系统已经比较成熟，可以较好的评估学生的学习能力。担心改革会带来不确定性，影响学生的学习和教师的教学。,李老师，年轻有活力的教师，对教育改革充满热情。他喜欢尝试新的教育方法，希望通过改革激发学生的学习热情和创新能力,强烈支持学分系统的改革，认为现行的学分系统过于保守，无法激发学生的创新精神和实践能力。认为通过改革，可以让学生更积极地参与到学习过程中，提升学生的综合素质。,他们都是该大学的教师，平时有较多的交流和互动。,3,57
教育/培训/学校/校园,勤工助学计划,成就,大同,在勤工助学计划中，学生可能会面临自我追求的成就（例如获得更高的学术成绩）与关注全体人类和环境福利（例如投入更多时间到志愿服务或环保活动中）之间的选择，这两者可能难以同时满足,大学校园里马上要实施一项新的勤工助学计划，根据这个计划，学生可以在课后时间通过一些志愿服务活动赚取学分。决策的目的是为了帮助学生更好地理解社会，提升社会服务能力，至于是否参与此计划引发了许多学生的分歧。,李明，他是一名年轻的大一新生，对学习充满热情，目标是在大学期间积累丰富的学术成绩和实习经验，以便在将来找到一个好工作,决定不参加勤工助学计划，认为自己的主要任务应该是学习，尽管了解这个计划的好处，但认为这会分散自己对学习的注意力。,王芳，她是李明的同班同学，她热衷于社会公益活动，有着强烈的社会责任感，她认为大学生活不仅仅只有学习，还应该更多地关注社会,决定参加勤工助学计划，认为这是一个了解社会、帮助他人的好机会，尽管这可能会让自己的学习时间减少，但认为这个经历的价值远大于短暂的学术成就。,李明和王芳是同班同学。,1,58
教育/培训/学校/校园,勤工助学计划,慈善,权力,在勤工助学计划中，学生可能会面临是否为了提高自己的社会地位和声望（权力）而牺牲对他人的帮助（慈善）,该校一直以来都有开展勤工助学计划，给贫困的学生提供一份工作的机会，同时也让他们有学习的机会。今年，校方决定开展一次勤工助学的竞选，为此引发了一些争议。有些人希望此项竞选能对学生的自我提升有所帮助，也有些人认为这会让本来需要帮助的学生之间产生不必要的竞争。,杜明月，学生会主席，热心校园公益活动，善良仁慈，注重公平正义，希望每个人都能得到平等对待,认为勤工助学的本质是帮助那些真正需要的同学，竞选可能让那些需要帮助的人为了争取这个机会而互相竞争。因此反对加入竞选的环节。,李浩，校团委书记，有很强的领导力和控制欲，主张个人的发展和进步，认为竞争可以让人更快成长,认为竞选能够让更多的人展示自己，通过竞争提升自我，同时也能锻炼自己的能力，因此支持勤工助学的竞选。,杜明月与李浩都是校园里的学生领袖，他们一直以来都有着密切的合作和接触，但在很多问题上，她们的观点和理解常常存在分歧，这也让他们之间的关系变得复杂。,3,59
教育/培训/学校/校园,勤工助学计划,传统,自我导向,在勤工助学计划中，学生可能会面临是否按照传统的方式去做事（例如，按照父母的期望去选择专业）或是独立思考，按照自己的兴趣选择对自己有意义的事情（自我导向）,在一所大学中，学校推行勤工助学计划，鼓励学生通过在课余时间参与到学校各类工作中来，既可以获得工作经验，也能获取一定的工资补贴，用以减轻自己的经济负担。这个决策带来了分歧，一方面，有的人认为这是一项符合中国教育传统的计划，既能培养学生的责任感，也能让他们体验到劳动的辛苦和快乐。另一方面，部分人认为这可能会影响学生的学业，偏离他们的兴趣和专业，干扰他们自我发展的导向。,李母，是一个传统的家庭主妇,非常赞同学校的勤工助学计划，认为这是一种很好的教育方式，可以让学生在劳动中体验到生活的不易，增长见识。,李明，是一名大学生，学习成绩优秀，热爱自己的专业，并对个人兴趣有很高的追求,对该计划持有保留态度，虽然他理解母亲的意愿和学校的初衷，但主张应该有更多的时间投入到自己的专业和兴趣中，而不是被分心去做一些与自己专业无关的事情。,母子,3,60
教育/培训/学校/校园,勤工助学计划,安全,刺激,在勤工助学计划中，学生可能会面临是否选择稳定的工作（安全），还是选择富有挑战性的项目（刺激）,大学二年级的学生们正在决定是否参加学校的勤工助学计划。该计划的目的旨在帮助学生既能兼顾学业，又能赚取一部分学费。然而，参与的工作岗位和内容各异，有的工作环境稳定，任务内容较为简单；有的工作环境变化不定，任务内容充满挑战。,李明，一个重视安全、稳定的学生，不善于接受未知和挑战。他害怕参加勤工助学计划会影响到他的学业,决定选择在图书馆工作，这是一个相对稳定且安静的环境，可以在完成工作的同时也能学习。,张磊，一个渴望挑战和刺激的学生，善于处理新鲜事物。他认为参加勤工助学计划是一个锻炼自己的好机会,决定去食堂工作，那里的环境变化多端，每天都会遇到新的挑战和问题需要他去解决。,朋友,1,61
教育/培训/学校/校园,勤工助学计划,享乐主义,遵从,在勤工助学计划中，学生可能要在追求个人快乐（享乐主义）与遵从社会期望（遵从）之间做选择,大学的勤工助学计划是为了帮助经济困难的学生，同时也为学生提供了一个在实践中学习和成长的机会。然而，这个计划的实施引发了一些争议。一方面，它可能会占据学生的大部分时间，影响学习和休闲；另一方面，它也可以帮助学生建立责任感和遵纪守法的精神。,艾米，一个乐观开朗且非常重视休闲和社交生活的大学新生,选择不参加勤工助学计划，认为大学的生活主要是为了享受和尝试新鲜事物。参加勤工助学可能会占据自己大部分的时间，影响自己的社交活动。,汤姆，一个理想主义且认真对待生活的大学新生,选择参加勤工助学计划。认为这不仅能够缓解自己的经济压力，还可以帮助自己培养责任感和社会规范的理解。,朋友,1,62
教育/培训/学校/校园,学生职业发展指导,权力,大同,学生在职业发展的过程中可能面临选择权力，追求社会地位和声望，对资源的控制和统治，这可能与大同的价值观产生冲突，因为追求权力可能会损害到所有人类和自然的福利,一所大学正在开展一次职业发展规划讲座，旨在帮助即将毕业的学生对自己的未来职业发展有更明确的规划。在规划过程中，有关如何选择工作的问题引发了分歧，一方面是选择高薪、高地位的工作，另一方面是选择为社会公平正义和环保做贡献的工作。,李明，是一名热衷于创新和掌握权力的商科学生，对商业有着极高的兴趣和理解，追求个人的地位和声望,认为职业发展的主要目标是获得成功和名声，尽可能选择高薪水、高地位的工作，并致力于努力攀爬社会阶梯，实现自身价值。,张璐，是一名志向高远的环保专业学生，对公正和环保有强烈的责任感和使命感。她致力于为全人类和环境的福利作出贡献,更注重在职业生涯中为公众福祉和环境保护作出贡献，即使这可能意味着放弃一些个人的社会地位和经济收入。,张璐和李明是大学的同学，并且对对方的选择都有一定的理解和尊重。,1,63
教育/培训/学校/校园,学生职业发展指导,成就,慈善,学生可能想要根据社会的标准，通过实际的竞争获得个人成功，这意味着他们可能会忽视对亲近的人的照顾和帮助，这与慈善的价值观相冲突,中学毕业后，学生需要选择大学的专业，这是一个关键的决策，因为他们的选择将影响他们的职业生涯。学生们面临的选择多种多样，包括科学，艺术，商业等等。在这个选择过程中，许多学生倾向于选择那些社会认为有声望，有前途的专业，期待通过学习并在这些领域里有所成就。然而，另一些学生则希望选择那些能帮助他人，能对社会产生积极影响的专业，他们希望自己的职业能够对他人有所帮助。,Tom，一个梦想成为科学家的学生。他觉得科学杂志上的那些研究成果非常有吸引力，而且他也觉得科学家是一个非常有声望的职业,决定选择物理学作为大学的专业，希望通过自己的努力，有一天能在科学研究领域有所成就，甚至获得诺贝尔奖。,Lily，一个深思熟虑的学生。她曾在一次社区服务中发现自己应尽可能地帮助那些需要帮助的人。她在想着是否应选择一门可以让自己更好地为社会做出贡献的大学专业,决定选择社会工作专业，以期望在毕业后能成为一名社会工作者，帮助那些处境困难的人。,他们是来自不同家庭，却在同一所学校念书的同学。由于他们的兴趣领域迥异，他们经常就学习和未来专业选择的问题产生分歧。,1,64
教育/培训/学校/校园,学生职业发展指导,自我导向,遵从,学生可能想要独立思考和做决定，选择自己的职业道路，这可能与遵从的价值观相冲突，因为他们可能需要遵从父母或者社会的期待选择特定的职业,在一个大学的职业发展中心，学生职业发展指导师Liam正在和大三学生Amy进行一对一的职业规划咨询。Amy一直很热爱音乐，她希望毕业后能够去追求自己的音乐梦想，但是她的父母希望她能走上一个更稳定的职业道路，比如成为律师或者医生。这个决策带来了Amy和她的父母之间的分歧。,Amy，一位对音乐充满热情的大学生，自主，有独立思考的能力和追求自己梦想的勇气,决定要追求自己的音乐事业，尽管这个决定可能会带来一些不确定性，但希望能够试一试。,Amy的父母，他们希望Amy能够有一个安稳的工作和生活，他们认为成为律师或者医生能够提供这样的保障,希望Amy能够听从自己的建议，选择成为一名律师或医生。,Amy和她的父母是一家人，他们都关心着Amy的未来，但是在职业选择上产生了分歧。,3,65
教育/培训/学校/校园,学生职业发展指导,享乐主义,安全,学生在职业发展的过程中可能追求个人的快乐或感官上的满足，如选择自己热爱的职业，但这可能与追求稳定安全的工作相冲突，因为他们可能需要放弃一些稳定但并非自己热爱的工作,现在是大学生涯的尾声，毕业即将来临。李明和许琳是同班同学，他们面临着一个共同的决策问题：在即将踏入社会的工作岗位选择上，究竟应该选择自己心中的理想，还是选择稳定、踏实的工作岗位。这不仅关系到他们的未来前程，也涉及到他们对未来生活的设想和期待。,李明，他颇具艺术天赋，大学期间一直活跃在校园的艺术团体，他希望毕业后能从事艺术创作的工作。他是一个充满激情的人，总是追求自己的梦想，对未来充满期待,选择自己的热爱，决定毕业后去从事自己热衷的艺术创作，尽管这个决定可能会带来不稳定的收入和一定的生活压力，但认为能够做自己热爱的事情是最重要的。,许琳，是个实事求是、稳重的人，她相信稳定的工作和生活是最能保证她未来生活质量的选择,选择从事自己学业相关、稳定的工作，尽管这份工作并非自己的兴趣所在，但认为这是个稳定的选择，能够为自己的未来生活提供保障。,李明和许琳是同班同学，他们有共同的生活环境和学习经历，会经常讨论各自的人生观和价值观，一起面对未来的选择。,1,66
教育/培训/学校/校园,学生职业发展指导,刺激,传统,学生可能在职业发展中寻求刺激和新奇，想要尝试一些非传统的职业道路，这可能与尊重和赞成文化或宗教的习俗和理念的价值观相冲突,学校即将举行一次职业发展讲座，主要是对学生们未来的职业规划和发展进行指导。学校邀请了行业内的专家和从业者来分享他们的经验，为学生们提供实际的工作场景和可能遇到的问题。然而，在选择讲座主题和讲师的过程中，产生了分歧。一方认为应该鼓励学生尝试新的、非传统的职业，尽可能为他们开拓更广阔的视野；另一方则认为，应重点介绍那些稳定、有良好前景的传统职业。,Lily，作为学生会主席，她坚信学生应该有自己的选择权，而且她认为学校的职业教育应该跟上时代的脚步，引导学生敢于尝试，敢于挑战新事物,决定邀请一些从事新兴行业，比如互联网科技、电子竞技、独立音乐制作等领域的讲师，希望能为学生提供一个更广阔的视野，让他们了解到除了传统的职业选择之外，还有更多可能。,Mr.Smith，他是学校的职业规划指导老师，经验丰富，他认为对于大多数学生来说，稳定的传统职业是更好的选择，因为那些职业的发展前景明确，薪资收入稳定,认为职业讲座应该以传统行业为重，计划邀请一些从事教育、医疗、金融等行业的专业人士，以他们的经验为学生们提供真实的工作场景和实用的就业指导。,学生会主席与职业规划指导老师的关系。,3,67
教育/培训/学校/校园,学习困难解决方案,权力,大同,在教育场景中，一方面老师需要展示他们的知识和权威以维持课堂秩序和有效的教学（权力）；另一方面，他们也需要展示公平和包容，让每个学生都有机会发表意见，尊重他们的观点（大同）,在枫叶中学的九年级数学课中，一批学生对于难度较高的代数问题非常困惑，并且在近期的测试中表现不佳。学校为此展开了一次讨论会，以寻找解决这个问题的方案。决策的目的是找出一种最有效的方法来帮助学生掌握难度较高的数学知识。在讨论会中，不同的教师根据他们的价值观提出了不同的解决方案，引发了一些分歧。,Mark，枫叶中学的资深数学教师，他总是注重课堂秩序，坚信教师的权威性能帮助学生更好的学习。他的价值观是权力。,建议应该加强课堂控制，设置更严格的学习规则和惩罚机制，认为这将使学生更专注于学习并严肃对待难题。,Emma，枫叶中学的心理咨询师，她总是关注学生的心理需求，认为每个学生都应得到平等和尊重的待遇，把他们的需求放在首位。她的价值观是大同。,建议应该理解和适应学生的学习需求，不仅仅关注他们的成绩，还要注意他们的学习过程、情绪压力和个体差异，给予他们更多的个别指导和鼓励。,同事,3,68
教育/培训/学校/校园,学习困难解决方案,自我导向,遵从,在学校环境中，学生需要遵从规则和让自己的行为符合教育者的期望（遵从），但同时他们也需要发展自己的个性，并在学习中追求自我满足（自我导向）,一所高中的数学成绩普遍偏低，现在学校决定启动"学习困难解决方案"来提高学生的数学成绩。目标是提高全校数学的平均成绩，但是具体的方法产生了分歧。,Tom，他是一名充满活力和创意的数学老师，他总是试图以新的方式来教授数学，使学生能更好地理解和兴趣。他认为每个学生都应该有自己独特的学习方式,建议实施一种自我导向的学习模式，为学生提供多种学习数学的方式，并允许他们选择他们认为最有效的方式。例如，学生可以通过在线课程、小组讨论、实践项目等多种方式学习数学。,Susan，是一名经验丰富的数学老师，她非常尊重并遵循传统的教学方法和纪律。她认为规范和一致的教学方式对提高学生的成绩最有效,主张继续遵循传统的教学方式，比如更多的讲座和测试。她建议提高上课的严谨度，强化课后的练习，并对学生的进步进行更严格的评估。,他们都是在同一所学校教授数学的老师，对于如何提高学生的数学成绩，他们有着不同的观点和方法。,3,69
教育/培训/学校/校园,学习困难解决方案,安全,刺激,在解决学习困难时，学生可能会想要选择一个保守的、已知的解决方案（安全），或者尝试一个新的、不确定的方法（刺激）,在一所大学的数学系，一门复杂的课程带给了学生们很大的学习压力。教授布置了一项挑战性很高的课程项目，许多学生在解决此问题方面感到困难，甚至开始考虑是否放弃。教授决定聘请两名助教来帮助学生解决他们的学习困难，并给出解决方案。然而，这两名助教在如何解决这个问题上有不同的看法，引发了冲突。,玛丽，是一名资深的数学研究生，擅长解析学和拓扑学。她有丰富的教学经验，并且总是对学生们的安全和稳定负责,建议用已经在教科书上详细解释过的解决方案，以帮助学生们理解并完成这个课程项目。认为这种方法更为安全，可靠并保持学生们的学习进度。,杰克，是一名数学研究生，没有太多的教学经验，但是他在解决问题上的创新思维被教授高度评价。他喜欢探索新的方法并乐于接受挑战,提出一个全新的方法来解决这个问题，认为这种方法能够更好地帮助学生们理解这门课程，并可能提供更深的洞见。认为这种方法虽然存在一定的风险，但更具挑战性和刺激性。,两人都是数学系的研究生，且都被聘请为这门复杂课程的助教，应该共同解决学生的学习困难，但他们在解决方案上有不同的观点和方法。,3,70
教育/培训/学校/校园,学习困难解决方案,享乐主义,传统,学生可能想要寻找一种更有趣的学习方式（享乐主义），但传统的教育方式可能更强调纪律和规则（传统）,在新的学年初，学校决定对学习方法进行一次改革，目的是帮助成绩平庸甚至偏下的学生提高学习效率。学校想要在新的授课方式中融入更多的游戏元素，希望能通过这种新颖有趣的方式，激发学生的学习兴趣，解决他们的学习困难。然而，这个提议在教师中引发了分歧，部分认为这样能吸引学生的注意力，另一部分则担心这样可能打破管理秩序，影响学生的学习效果。,Tom，Tom是一位年轻的教师，他富有创新精神，经常研究新的教学方式并将其应用在课堂教学中。他相信学习可以在快乐中进行，而不只是枯燥的功课和严格的考试,Tom支持改革，他认为增加游戏元素会让学生在快乐中学习，这样也更有助于他们解决学习上的困难。他计划设计一些有趣的学习游戏，并将其融入到课堂教学中。,Jane，Jane是一位经验丰富的老教师，她一直坚持传统的教学方式，认为严格的纪律和清晰的教学目标是保证学生学习效果的关键,Jane反对改革，她认为加入游戏元素可能会让学生放松对学习的重视，从而影响他们的学习效果。她建议保持原有的教学方式，同时，让学生在课后自行选择是否使用游戏化的学习方法。,Tom和Jane都是学校的老师，一直都在一起合作教学，只是在教学方法上有所分歧。,3,71
教育/培训/学校/校园,学生心理咨询服务,慈善,成就,在学生心理咨询服务这个场景中，咨询师可能面临帮助学生（慈善）与追求自身专业成就（成就）的冲突,学生心理咨询中心面临一项决策，一个来自于贫困家庭的优秀学生因为家庭困难导致心理问题，需要定期进行咨询。然而这项服务需要一定的费用，该学生并无能力支付，而此时心理咨询中心的经费也紧张。决策的目的在于是否免费为这名学生提供心理咨询服务，决策带来的分歧在于如何平衡经费和学生的需求。,心理咨询师玛丽。玛丽作为一个经验丰富的咨询师，她切身知道心理健康对学生的重要性，并且她对帮助别人有着强烈的使命感,决定尽可能挤出时间，无偿为这名学生提供心理咨询服务。,心理咨询中心的经理约瑟夫。作为一名管理者，约瑟夫一直以提升咨询中心的服务水平和影响力为己任。他希望通过优质的服务吸引更多的学生，从而获取更多的资金支持，进一步提升中心的服务能力,认为虽然帮助这名学生是重要的，但如果只靠资金不足的中心来支持，可能会影响到其他付费的学生。因此，建议寻求校方的资助，或者呼吁社会人士捐款来解决这个问题，以此提升中心的影响力。,上下级,3,72
教育/培训/学校/校园,学生心理咨询服务,安全,刺激,在心理咨询中，安全感是非常重要的，但是学生可能想要从咨询师那里得到一些刺激性的建议去面对生活中的挑战，这可能会和咨询师提供一个安全、稳定的环境之间产生冲突,在某大学内，近期出现了一些学生的心理问题。为此，学校决定提供学生心理咨询服务，希望帮助这些学生解决心理问题。然而，在具体的决策过程中，有人主张应该提供一个安全稳定的环境，让学生感到安心并鼓励他们分享自己的困扰。另一些人则认为应该提供一些新奇刺激的心理咨询方法，以吸引更多学生主动参与。,玛丽，是一位经验丰富的心理咨询师，擅长运用理论和心理治疗技巧来处理学生的心理问题。她相信在一个稳定安全的环境中，学生更易于打开心扉，分享他们的困扰,提议预先为咨询室布置一个舒适的环境，使用温和的语言和方式与学生交谈，适时给予学生肯定和鼓励，以增强学生的安全感和满意度。,詹姆斯，是一位年轻有活力的心理咨询师，主张尝试新的咨询方法，他认为一些新奇刺激的方法能够吸引学生的注意力，并激发他们对心理咨询的兴趣,建议使用一些创新的心理咨询方法，例如通过角色扮演、小组咨询等方式让学生在参与中解决心理问题。,他们是共同工作的心理咨询师，各自拥有不同的咨询理念和方法。,3,73
教育/培训/学校/校园,学生心理咨询服务,遵从,慈善,学生可能面临着遵从父母或社会期待（如学业成绩，就业选择等）与追求个人快乐和满足（比如追求自己喜欢的艺术或者娱乐活动）的冲突，咨询师需要帮助他们在这两者之间找到平衡,一所著名大学决定启动一项心理咨询服务，该服务主要是为了帮助学生处理学业、就业、人际关系等各种心理压力。但是，这一决定引起了一些内部分歧，一些教师认为学生更应该专注于学业与未来的职业选择，而另一些教师则主张应该让学生有更多时间去享受生活，追求他们的兴趣和爱好。,李教授，李教授是一位严谨的学者，他认为学生应该把大部分的时间和精力投入到学业上，他认为这是学生的首要任务,认为心理咨询服务应该着重于帮助学生处理学业压力，建议提供一些学习方法和技巧的指导。,张教授，张教授是一位开放思想的教师，他认为学生应该有更多的时间去追求自己的兴趣和爱好，以此来丰富自己的人生体验和提升自己的综合素质,认为心理咨询服务应该着重于帮助学生处理生活压力，建议提供一些生活指导和心理调适的建议。,他们是同一所大学的教师，共同关心学生的成长与发展。,3,74
